OBJECTID,HUC12,Name,NtvFish,FishSWNorm,Shape__Area,Shape__Length
336,180400061003,Jose Creek,5,0.20833333,122983598.523438,50509.7666250514
337,180400080302,Bridalveil Creek,3,0.125,104993098.425781,57128.2712577025
338,160503020304,Upper Desert Creek,5,0.20833333,99721860.9101563,60655.6474104142
339,180701020901,Santa Paula Creek,1,0.04166667,173084320.746094,74608.0111355421
340,180300031204,Kern Lake Bed,1,0.04166667,98526590.921875,43720.4813687806
341,180300040306,Mt. Poso-Poso Creek,2,0.08333333,126261472.289063,73946.1775329136
342,180300050602,Big Four Ranch 737 Dam,3,0.125,67621052.8945313,39417.4755842442
343,180300060703,Lake Heron-Tule River,3,0.125,92091866.9882813,75667.6081272875
344,180300070802,Lower Sand Creek,4,0.16666667,140976037.4375,65182.6952727808
345,180300071001,Stone Corral Canyon-Cottonwood Creek,4,0.16666667,157979433.035156,60673.5070930698
346,180300071003,Elbow Creek,4,0.16666667,98840660.2070313,64589.6679567442
347,180300060403,Lower Yokohl Creek,2,0.08333333,90926203.984375,67388.4629591206
348,180300100501,Upper Dinkey Creek,1,0.04166667,145641292.367188,64544.89173679
349,180300100605,Rancheria Creek-North Fork Kings River,4,0.16666667,227151575.476563,80695.0630272112
350,180400060804,Mammoth Pool Reservoir-San Joaquin River,4,0.16666667,136586657.929688,89558.8896764649
351,180400090101,Lyell Fork,0,0,182512820.8125,65057.3090049048
352,180400060404,Lower Middle Fork San Joaquin River,0,0,88840845.7929688,47339.223961334
353,180901020201,Deadman Creek,1,0.04166667,175758581.425781,64992.9891687265
354,160503010101,Green Creek,5,0.20833333,85220277.90625,74996.0801686522
355,180901010401,Lee Vining Creek-Frontal Mono Lake,0,0,195416858.382813,80412.3065189938
356,160503010105,Summers Creek-East Walker River,6,0.25,181265802.066406,93157.9301758278
357,160503010302,Fryingpan Creek-East Walker River,7,0.29166667,102031649.632813,73388.665704171
358,160503020302,Little Smith Valley,5,0.20833333,5858431.68359375,10704.2460112208
359,180701040102,Medea Creek,4,0.16666667,93263783.3710938,48831.3400507345
360,180701050201,Bell Creek,1,0.04166667,138822758.410156,71213.1096605178
361,180701020603,Lake Piru-Piru Creek,3,0.125,204635288.707031,78869.7675558852
362,180701020506,Hungry Valley,1,0.04166667,119969341.976563,61056.2048726423
363,180902061302,Pescado Creek,0,0,166963072.917969,85290.0783418562
364,180701020303,Upper Castaic Creek,1,0.04166667,144310170.242188,56137.0443479996
365,180300040304,Mon Canyon-Poso Creek,2,0.08333333,75851723.375,49968.7439707002
366,180300060303,Lower South Fork Tule River,3,0.125,91252909.8242188,57646.2503620083
367,180300070901,Horse Creek,4,0.16666667,93147181.4960938,46993.1804468456
368,180300070402,Lower Marble Fork Kaweah River,1,0.04166667,94803745.9257813,60279.7889162042
369,180300070401,Upper Marble Fork Kaweah River,0,0,113282394.265625,55018.4835334626
370,180701020107,Sand Canyon-Santa Clara River,2,0.08333333,229716311.332031,105855.179683529
371,180701050105,Lower Big Tujunga Creek,4,0.16666667,188752311.765625,101121.804179323
372,180902061306,Holiday Lake,0,0,112747263.523438,109977.873745804
373,180902061408,Lower Amargosa Creek,0,0,173112210.753906,164790.499640853
374,180300030406,Middle Caliente Creek,2,0.08333333,243527656.5,76255.6178761748
375,180300030302,Upper Walker Basin Creek,2,0.08333333,87719920.0546875,46919.4041960713
376,180300020702,Isabella Lake-South Fork Kern River,5,0.20833333,541370157.207031,152983.745818056
377,180300050102,Headwaters Deer Creek,3,0.125,76960498.5703125,52081.4007046064
378,180300010501,Freeman Creek-Kern River,3,0.125,116635023.289063,56883.4891114806
379,180300010105,Whitney Creek-Kern River,0,0,173355150.542969,72401.882348566
380,180300100101,Deadman Canyon,0,0,65123217.4804688,42383.2222276865
381,180300100207,Gardiner Creek-South Fork Kings River,0,0,109933074.070313,50956.4717421257
382,180300100306,Upper Middle Fork Kings River,0,0,124766885.824219,70668.2319153687
383,180300100204,Arrow Creek-South Fork Kings River,0,0,141210195.988281,58040.5362413143
384,180901020501,Rock Creek-Spring Canyon Creek,1,0.04166667,240430121.933594,93403.399174291
385,180901020502,Pellisier Creek-Spring Canyon Creek,0,0,198113347.074219,95289.4843204287
386,160600100702,Lower Huntoon Creek,0,0,3240506.828125,11565.0753981159
387,180901020102,Lower Hutchinson Creek,1,0.04166667,85227912.4492188,46739.2950128638
388,180702010002,Huntington Beach-Pacific Ocean,7,0.29166667,10204294.140625,51371.8744600385
389,180701050207,Verdugo Wash,1,0.04166667,87897990.6601563,53407.8510354989
390,180701050210,Scholl Canyon-Los Angeles River,1,0.04166667,95531190.5898438,53007.615243814
391,180701020105,Arrastre Canyon-Santa Clara River,2,0.08333333,211773842.710938,82012.7348544307
392,180902061705,Tropico Hill,0,0,163475474.027344,112035.331602121
393,180902062404,Town of Rosamond,0,0,148845406.425781,59547.2456254225
394,180902061502,Piute Ponds,0,0,82462051.4765625,103916.540338561
395,180902060202,Upper Cottonwood Creek,0,0,64855287.0546875,49743.9349833003
396,180300020201,Lost Creek-South Fork Kern River,2,0.08333333,179409638.886719,77699.7459772473
397,180901030201,Bairs Creek,1,0.04166667,74928420.1171875,50604.8705329195
398,180901030203,Coyote Canyon-Owens River,1,0.04166667,249168617.058594,128270.27581432
399,180901020804,Tinemaha Reservoir-Owens River,2,0.08333333,165530730.605469,92260.9017424164
400,180902010104,Payson Canyon,0,0,85278176.2109375,54500.5795261511
401,180701060603,Brea Creek-Coyote Creek,1,0.04166667,185321366.011719,96884.4216917214
402,180702030902,Lower Santiago Creek,1,0.04166667,159287596.683594,103198.312131916
403,180701060205,Lower West Fork San Gabriel River,4,0.16666667,68958771.984375,48971.7914370481
404,180701060601,Santa Fe Flood Control Basin-San Gabriel River,3,0.125,208460539.648438,104053.100548324
405,180701060302,Cattle Canyon,4,0.16666667,77494676.3867188,44433.5942861942
406,180902061903,Lovejoy Springs,0,0,152644108.035156,133928.153156728
407,180902062302,Buckhorn Lake,0,0,160746272.089844,99782.0462026866
408,180902062107,180902062107,0,0,65882690.1445313,51560.0832100826
409,180902060404,180902060404-Cache Creek,0,0,88966566.9570313,70324.4491633513
410,180902062105,Galileo Hill,0,0,103739514.011719,80243.1747869848
411,180902062108,Town of Boron,0,0,152811966.796875,74853.4763051986
412,180902050803,Sheep Spring,0,0,220606026.742188,96473.3940495955
413,180902050405,Freeman Gulch,0,0,99607549.5195313,62923.2846141032
414,180902050502,Little Lake,0,0,203146940.425781,104341.782744625
415,180902050804,Lark Seep-China Lake,0,0,324626771.167969,136493.611632032
416,180902050302,Cactus Peak,0,0,23592474.9335938,27375.9081920258
417,180902010805,180902010805,0,0,189635545.695313,78569.2014498437
418,180703010103,Arroyo Trabuco,6,0.25,204502156.808594,109909.805705962
419,180703010203,Lower San Mateo Creek,8,0.33333333,196779436.816406,75389.5338668382
420,180703010102,Middle San Juan Creek,2,0.08333333,151615356.777344,80195.8287590358
421,180702020308,Lake Elsinore,1,0.04166667,145230142.640625,70310.5665882989
422,180702030706,Lower Chino Creek,2,0.08333333,169675506.878906,88387.4067064199
423,180702031001,Aliso Creek-Santa Ana River,2,0.08333333,142244370.003906,64973.1908396406
424,180702030305,Cajon Wash-Lytle Creek,2,0.08333333,133953251.164063,84028.6022827572
425,180902080402,Black Mountain-Frontal El Mirage Lake,0,0,94993501.4257813,83725.0801393599
426,180902080401,Sheep Creek,0,0,120750078.226563,100415.72870043
427,180702030301,Upper Cajon Wash,1,0.04166667,154933024.660156,74056.2109780375
428,180902080901,Haystack Butte,0,0,174045427.730469,63107.6401646549
429,180902070803,The Buttes,0,0,94271339.515625,81344.5657714067
430,180902051001,Upper Teagle Wash,0,0,198321399.367188,66703.4983180291
431,180902050902,180902050902,0,0,181622443.933594,82647.7119261603
432,180902050604,Deadman Canyon,0,0,102420481.523438,51017.5526829356
433,180902050601,Wilson Canyon,0,0,119281475.816406,61867.3622277782
434,180902040301,Upper Darwin Wash,0,0,108784602.445313,60819.4207107081
435,180902041202,Water Canyon,0,0,108954340.9375,83274.6335017226
436,180902010803,180902010803,0,0,150697145.941406,68761.6900214884
437,180902010503,The Racetrack,0,0,127820576.800781,60998.9571895613
438,180902010801,Grapevine Canyon,0,0,140905380.121094,58166.2418007069
439,180902030201,Tin Mountain,0,0,219370653.496094,83309.3368529554
440,180902030109,180902030109-Death Valley Wash,0,0,175944393.761719,116044.806769735
441,180703040401,Carroll Canyon,6,0.25,66637215.5703125,52940.5468842908
442,180703030501,Buena Vista Creek,7,0.29166667,80781023.5234375,57741.6374890292
443,180703030502,Agua Hedionda Creek,7,0.29166667,109937607.589844,62199.7135188795
444,180703030205,Rice Canyon-San Luis Rey River,2,0.08333333,93912516.2148438,55640.3252896123
445,180702030507,Santa Anna Wash-Santa Anna River,1,0.04166667,150605314.742188,88060.5949149607
446,180902080707,Town of La Delta-Mojave River,0,0,148096682.714844,61293.2178866534
447,180902070901,Grass Valley,0,0,168799660.691406,66636.5082556781
448,180902040603,Moonshine Spring-Pilot Knob Valley,0,0,149569584.839844,89062.9351160141
449,180902040803,Layton Pass-Panamint Valley,0,0,161090882.632813,75496.0866454422
450,180902041003,Warm Sulphur Springs,0,0,75648839.9921875,74139.1553045905
451,180902041204,Pleasant Canyon-Panamint Valley,0,0,219043321.03125,102674.126594269
452,180902030401,Jayhawker Canyon,0,0,82077590.390625,51916.6518921739
453,180902030605,Niter Beds,0,0,151776575.125,77249.2514156957
454,180902030405,Mosaic Canyon-Emigrant Wash,0,0,160732740.03125,65143.3933027894
455,180703041001,Dulzura Creek,1,0.04166667,178671574.730469,67759.8650444795
456,180703040703,Los Coches Creek-San Diego River,1,0.04166667,191834652.042969,85269.2707975459
457,180703030202,Pauma Creek-San Luis Rey River,1,0.04166667,189158826.289063,68693.1880851174
458,180703040203,Upper Santa Maria Creek,1,0.04166667,169748492.597656,77990.5230169224
459,180702020201,Potrero Creek,1,0.04166667,138247329.191406,73989.3457451454
460,181001000503,Rabbit Lake,0,0,94952677.6445313,88911.907264621
461,181001000402,Box S Springs,0,0,122541289.875,75168.0602221138
462,181001000301,Blackhawk Canyon,0,0,78588764.1835938,51120.6532068765
463,181001000101,Upper North Lucerne Valley,0,0,144557829.894531,64278.1818541488
464,180902081104,Daggett Wash,0,0,90033822.625,64936.1129114778
465,180902070406,East Well-Superior Lake,0,0,152207815.589844,82827.7776099037
466,180902070402,180902070402,0,0,81606684.7851563,47646.2435812117
467,180902031803,180902031803-Frontal Owl Lake,0,0,207401610.949219,84163.7032390403
468,180902032101,Butte Valley,0,0,71677529.4296875,42144.3913378113
469,180902032209,180902032209,0,0,130805821.046875,49030.3595385509
470,180902030901,Blackwater Wash,0,0,125412336.578125,57033.9328761809
471,180902030904,Devils Golf Course-Salt Creek,0,0,244186611.632813,84935.3466324525
472,180902030806,Indain Pass,0,0,153136094.757813,68302.9909212381
473,180902020701,180902020701,0,0,42341255.3632813,38048.1412685814
474,180902020302,McDonald Spring,0,0,857236.15234375,7892.5534939707
475,180703040802,Taylor Creek,1,0.04166667,77114381.359375,46168.6628589854
476,180703050802,Middle Pine Valley Creek,0,0,146101964.402344,73322.671756098
477,180703030105,Matagual Creek-San Luis Rey River,2,0.08333333,190841075.929688,93042.9391333142
478,181002030302,Borrego Palm Canyon,0,0,214102510.652344,80147.7959034954
479,180702020101,Upper South Fork San Jacinto River,1,0.04166667,239151419.183594,79174.4289283801
480,181002030202,Horse Canyon,0,0,110869673.621094,56349.6488188985
481,180702020102,Strawberry Creek-San Jacinto River,2,0.08333333,95614120.3671875,48015.4583587656
482,181002010106,Snow Creek,0,0,64717113.4726563,38095.5433251811
483,181002010602,Town of Thousand Palms,0,0,220256186.203125,79873.851706932
484,181002010401,Big Morongo Creek,0,0,150189401.042969,70305.5413524446
485,181001000902,Headwaters Pipes Wash,0,0,92681355.265625,59501.6982421571
486,181001000903,Chaparrosa Wash-Pipes Wash,0,0,84586089.5039063,63767.9954321768
487,181001001001,Means Lake,0,0,184257559.894531,85156.5994459026
488,180902081304,Town of Hector,0,0,151335896.925781,64325.2785406845
489,180902070106,Bicycle Lake,0,0,98181293.6445313,68873.5381610637
490,180902032002,Confidence Wash-Amargosa River,1,0.04166667,455780055.585938,102593.612617342
491,180902021701,Epaulet Peak,0,0,155049769.960938,70585.6987044358
492,180902021203,Franklin Well-Amargosa River,0,0,242264206.089844,92275.1001769067
493,180902021202,Ash Tree Spring,0,0,2824410.02734375,7628.60825552556
494,181002020104,Canebrake Wash,0,0,103706228.414063,57285.6640446768
495,181002020105,Middle Vallecito Creek,0,0,175023240.363281,85733.7887771816
496,181002030303,Borrego Valley,0,0,92079446.8398438,62614.7658885122
497,181002030405,Pinyon Wash,0,0,74946802.9257813,42707.2688995601
498,181002030206,Lower Coyote Creek,0,0,123215055.160156,102675.134140269
499,181002030701,Palo Verde Wash,0,0,74608691.4453125,77666.7648392696
500,181002010804,Guadalupe Creek-Whitewater River,0,0,419740858.691406,159918.224015244
501,181001001801,Copper Mountain,0,0,76634789.3789063,43068.6457775123
502,181001001301,Quackenbush Lake,0,0,224177922.476563,72141.4586646522
503,181001001302,Bullion Wash,0,0,186001685.136719,80907.2832625757
504,181001002003,Morgan Wells,0,0,218935159.804688,86301.6282011082
505,180902081706,East Cronise Lake,0,0,132299965.011719,63766.2035580886
506,180902082504,180902082504,0,0,133007735.191406,61593.1491768874
507,180902031502,Saddle Peak Hills,0,0,149053132.226563,63876.0741580207
508,180902022005,Tecopa Wash-Amargosa River,2,0.08333333,175781613.117188,94452.9606695302
509,180902031501,Dumont Dunes-Amargosa River,2,0.08333333,90118281.6992188,74959.8140971884
510,180902031206,Kingston Spring-Kingston Wash,0,0,266601399.390625,158594.809980523
511,180902021802,Twelvemile Spring,0,0,155665460.289063,63137.1620655574
512,181002040904,Pinto Canyon,0,0,39767029.3515625,41346.4183480303
513,181002040905,Pinto Wash,0,0,53808917.2070313,54585.4371265632
514,181002041505,Palm Wash-Frontal Salton Sea,0,0,171343547.289063,79651.6434668668
515,181001002101,Split Rock,0,0,129093540.898438,73835.6983753112
516,181001002302,Twentynine Palms Mountain,0,0,68883349.0546875,48183.580390584
517,181001002103,Shortz Lake,0,0,216499884.316406,94159.0104905838
518,181001003002,181001003002,0,0,218804903.519531,79353.7560476669
519,181001002002,Bristol Mountain Wash,0,0,207441775.453125,78658.6776279201
520,181001002005,Siberia Wash,0,0,93914486.625,64825.3005286941
521,180902031205,180902031205,0,0,76255745.6367188,80851.7773642808
522,180902031202,Shadow Mountain,0,0,101013514.738281,58885.1476625512
523,180902082505,Henry Spring,0,0,142940036.027344,68755.4364178084
524,180902031106,Francis Spring,0,0,149060233.609375,86717.720185397
525,180902021901,180902021901,0,0,69212045.2695313,41687.4337007489
526,181002041403,181002041403-Frontal Salton Sea,0,0,223127501.519531,95529.3473387292
527,181002041305,Iris Wash,0,0,101535718.480469,88155.6344152806
528,181001004501,Conejo Well,0,0,184087523.039063,90872.998484017
529,181001004903,Eagle Creek,0,0,105761797.230469,69285.6334510325
530,181001002403,Dale Lake,0,0,161437776.402344,85497.9708671685
531,181001003201,Upper Clipper Valley Wash,0,0,144258020.449219,71227.2465631447
532,180902081903,White Rock Tank-Kelso Wash,0,0,231348037.632813,70781.8805045768
533,180902031107,180902031007-Kingston Wash,0,0,106969523.96875,56446.7868218157
534,180902031201,180902031201-Kingston Wash,0,0,116192143.230469,58055.1886770412
535,160600150804,Singer Wash-Frontal Mesquite Lake,0,0,74073181.9453125,52406.7503367693
536,181002040404,East Mesa,0,0,140879209.085938,62150.7875692046
537,181001004905,Corn Springs Wash,0,0,141269050.152344,90618.2504510461
538,181001004904,Gruendikes Well,0,0,152614702.320313,54860.3752356747
539,181001004104,Town of Milligan-Danby Lake,0,0,186531023.558594,80141.8763199506
540,181001003702,Carbonate Gulch,0,0,187539530.898438,88873.3265393797
541,181001003303,Lower Black Canyon Wash,0,0,195159710.6875,89311.1496870966
542,181001003307,Barrel Spring,0,0,115239615.996094,53658.1317003309
543,181001003103,Town of Goffs,0,0,116498374.902344,77597.6787254436
544,181002040301,181002040301,0,0,42030530.8320313,40066.5651190799
545,181001004003,181001004003,0,0,109494335.898438,48638.9168475722
546,181001003901,Big Wash-Homer Wash,0,0,144218985.625,69840.6317084948
547,150301020209,Town of Bannock-Sacramento Wash,0,0,157669396.632813,91967.9058024399
548,150301020302,150301020302-Piute Wash,0,0,79004320.2695313,58722.2972296534
549,150301020301,Piute Spring-Piute Wash,0,0,143639561.113281,73310.1671146613
550,150301041208,Marcus Wash-Colorado River,1,0.04166667,128879123.789063,65406.8643011907
